"k_page_title"	"k_page_name"	"tips"	"statuss"	"lat"	"lon"	"mazais_lv"	"mazais_en"	"garums"	"datums"	"foto"	"apraksts_lv"	"apraksts_en"	"featured_image"	"my_image_thumb"
"Žalieji ežerai"	"alieji-eerai"	"pikniks"	"neparbaudits"	"54.784944182"	"25.33432895"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Vilniausmiskuuredija/Puslapiai/Žaliųjųežerų.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Vilniausmiskuuredija/Puslapiai/Žaliųjųežerų.aspx"">valstybiniaimiskai.lt</a>"		
"Čepurniškės"	"epurniskes"	"pikniks"	"neparbaudits"	"54.6061555087"	"25.580878779"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Vilniausmiskuuredija/Puslapiai/Čepurniškės.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Vilniausmiskuuredija/Puslapiai/Čepurniškės.aspx"">valstybiniaimiskai.lt</a>"		
"Poilsiautojo svajonė"	"poilsiautojo-svajone"	"pikniks"	"neparbaudits"	"54.6046162963"	"25.7264384073"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Vilniausmiskuuredija/Puslapiai/Poilsiautojosvajonė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Vilniausmiskuuredija/Puslapiai/Poilsiautojosvajonė.aspx"">valstybiniaimiskai.lt</a>"		
"Pušyne"	"pusyne"	"pikniks"	"neparbaudits"	"54.5535489396"	"25.3040048771"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Vilniausmiskuuredija/Puslapiai/Pušynė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Vilniausmiskuuredija/Puslapiai/Pušynė.aspx"">valstybiniaimiskai.lt</a>"		
"Parudaminos girininkija"	"parudaminos-girininkija"	"pikniks"	"neparbaudits"	"54.4838719661"	"25.2747749013"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Vilniausmiskuuredija/Puslapiai/Parudaminosgirininkija.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Vilniausmiskuuredija/Puslapiai/Parudaminosgirininkija.aspx"">valstybiniaimiskai.lt</a>"		
"Sankirta"	"sankirta"	"pikniks"	"neparbaudits"	"54.712658366"	"25.6413541806"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Vilniausmiskuuredija/Puslapiai/Verkiųgirininkija.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Vilniausmiskuuredija/Puslapiai/Verkiųgirininkija.aspx"">valstybiniaimiskai.lt</a>"		
"Miško turtų takas"	"misko-turtu-takas"	"taka"	"neparbaudits"	"54.4837776483"	"25.2774016485"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Vilniausmiskuuredija/Puslapiai/Miškoturtųtakas.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Vilniausmiskuuredija/Puslapiai/Miškoturtųtakas.aspx"">valstybiniaimiskai.lt</a>"		
"Stovyklavietė, Dusetos, Kv. 9"	"stovyklaviete-dusetos-kv-9"	"pikniks"	"neparbaudits"	"55.7743570567"	"25.8255463805"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Zarasumiskuuredija/Puslapiai/Stovyklavietė,Dusetos,Kv9.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Zarasumiskuuredija/Puslapiai/Stovyklavietė,Dusetos,Kv9.aspx"">valstybiniaimiskai.lt</a>"		
"Poilsiavietė, Dusetos, Kv. 6"	"poilsiaviete-dusetos-kv-6"	"pikniks"	"neparbaudits"	"55.7781559684"	"25.8746713735"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Zarasumiskuuredija/Puslapiai/Poilsiavietė,Dusetos,Kv6.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Zarasumiskuuredija/Puslapiai/Poilsiavietė,Dusetos,Kv6.aspx"">valstybiniaimiskai.lt</a>"		
"Poilsiavietė, Dusetos, Kv. 40"	"poilsiaviete-dusetos-kv-40"	"pikniks"	"neparbaudits"	"55.777742069"	"25.7842874842"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Zarasumiskuuredija/Puslapiai/Poilsiavietė,Dusetos,Kv40.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Zarasumiskuuredija/Puslapiai/Poilsiavietė,Dusetos,Kv40.aspx"">valstybiniaimiskai.lt</a>"		
"Šavašos pažintinis takas"	"savasos-paintinis-takas"	"taka"	"neparbaudits"	"55.6436888255"	"25.8651939746"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Zarasumiskuuredija/Puslapiai/Šavašospažintinistakas.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Zarasumiskuuredija/Puslapiai/Šavašospažintinistakas.aspx"">valstybiniaimiskai.lt</a>"		
"Jaskoniškių pažintinis takas"	"jaskoniskiu-paintinis-takas"	"taka"	"neparbaudits"	"55.7766633164"	"25.8333605265"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Zarasumiskuuredija/Puslapiai/Jaskoniškiųpažintinistakas.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Zarasumiskuuredija/Puslapiai/Jaskoniškiųpažintinistakas.aspx"">valstybiniaimiskai.lt</a>"		
"Ilgašilio pelkės pažintinis takas"	"ilgasilio-pelkes-paintinis-takas"	"taka"	"neparbaudits"	"55.7760794542"	"25.8739601379"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Zarasumiskuuredija/Puslapiai/Ilgašiliopelkėspažintinistakas.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Zarasumiskuuredija/Puslapiai/Ilgašiliopelkėspažintinistakas.aspx"">valstybiniaimiskai.lt</a>"		
"Asavo stovyklavietė"	"asavo-stovyklaviete"	"pikniks"	"neparbaudits"	"55.6270165605"	"26.2056720029"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Zarasumiskuuredija/Puslapiai/Asavostovyklavietė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Zarasumiskuuredija/Puslapiai/Asavostovyklavietė.aspx"">valstybiniaimiskai.lt</a>"		
"Poilsiavietė, Salakas, Kv. 124"	"poilsiaviete-salakas-kv-124"	"pikniks"	"neparbaudits"	"55.6270496584"	"26.2597442677"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Zarasumiskuuredija/Puslapiai/Poilsiavietė,Salakas,Kv124.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Zarasumiskuuredija/Puslapiai/Poilsiavietė,Salakas,Kv124.aspx"">valstybiniaimiskai.lt</a>"		
"Degučių pažintinis takas"	"deguiu-paintinis-takas"	"taka"	"neparbaudits"	"55.6548214906"	"26.0541184541"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Zarasumiskuuredija/Puslapiai/Degučiųpažintinistakas.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Zarasumiskuuredija/Puslapiai/Degučiųpažintinistakas.aspx"">valstybiniaimiskai.lt</a>"		
"Lygumų akmuo, Poilsiavietė"	"lygumu-akmuo-poilsiaviete"	"pikniks"	"neparbaudits"	"55.831684886"	"26.1937211569"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Zarasumiskuuredija/Puslapiai/Lygumųakmuo,Poilsiavietė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Zarasumiskuuredija/Puslapiai/Lygumųakmuo,Poilsiavietė.aspx"">valstybiniaimiskai.lt</a>"		
"Beržuvis"	"beruvis"	"pikniks"	"neparbaudits"	"55.1672217097"	"26.1916942876"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/poilsiavietė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/poilsiavietė.aspx"">valstybiniaimiskai.lt</a>"		
"Keročio stovyklavietė"	"keroio-stovyklaviete"	"pikniks"	"neparbaudits"	"55.2239294055"	"25.9406266747"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/stovyklavietė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/stovyklavietė.aspx"">valstybiniaimiskai.lt</a>"		
"Juodojo ežero poilsiavietė"	"juodojo-eero-poilsiaviete"	"pikniks"	"neparbaudits"	"55.067794021"	"25.935593041"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/Juodojoežeropoilsiavietė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/Juodojoežeropoilsiavietė.aspx"">valstybiniaimiskai.lt</a>"		
"Platumų poilsiavietė"	"platumu-poilsiaviete"	"pikniks"	"neparbaudits"	"55.1719546757"	"25.9857045177"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/Platumųpoilsiavietė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/Platumųpoilsiavietė.aspx"">valstybiniaimiskai.lt</a>"		
"Labanoro stovyklavietė"	"labanoro-stovyklaviete"	"pikniks"	"neparbaudits"	"55.266566883"	"25.7904037822"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/Labanorostovyklavietė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/Labanorostovyklavietė.aspx"">valstybiniaimiskai.lt</a>"		
"Mergežerio poilsiavietė"	"mergeerio-poilsiaviete"	"pikniks"	"neparbaudits"	"55.220857458"	"26.2629548274"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/Mergežeriopoilsiavietė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/Mergežeriopoilsiavietė.aspx"">valstybiniaimiskai.lt</a>"		
"Liūlinės poilsiavietė"	"lilines-poilsiaviete"	"pikniks"	"neparbaudits"	"55.1010563915"	"25.9478530712"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/Liūlinėspoilsiavietė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/Liūlinėspoilsiavietė.aspx"">valstybiniaimiskai.lt</a>"		
"Žeimenos stovyklavietė"	"eimenos-stovyklaviete"	"pikniks"	"neparbaudits"	"55.1056446803"	"25.9452108067"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/Žeimenosstovyklavietė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/Žeimenosstovyklavietė.aspx"">valstybiniaimiskai.lt</a>"		
"Cirkliškio pažintinis takas"	"cirkliskio-paintinis-takas"	"taka"	"neparbaudits"	"55.1186182293"	"26.1388745692"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/Cirkliškiopažintinistakas.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/Cirkliškiopažintinistakas.aspx"">valstybiniaimiskai.lt</a>"		
"Peršokšnos gamtinis pažintinis takas"	"persoksnos-gamtinis-paintinis-takas"	"taka"	"neparbaudits"	"55.1642577552"	"25.8429863386"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/Peršokšnosgamtinispažintinistakas.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/Peršokšnosgamtinispažintinistakas.aspx"">valstybiniaimiskai.lt</a>"		
"Didžiojo Siaurio stovyklavietė"	"didiojo-siaurio-stovyklaviete"	"pikniks"	"neparbaudits"	"55.1960925438"	"25.7885702897"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/DidžiojoSiauriostovyklavietė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/DidžiojoSiauriostovyklavietė.aspx"">valstybiniaimiskai.lt</a>"		
"Beržuvio I"	"beruvio-i"	"pikniks"	"neparbaudits"	"55.167214346"	"26.1917739478"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/BeržuvioI.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/BeržuvioI.aspx"">valstybiniaimiskai.lt</a>"		
"Ilgio (Aidukų) ežero"	"ilgio-aiduku-eero"	"pikniks"	"neparbaudits"	"55.2062675096"	"26.2118340619"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/Ilgio(Aidukų)ežero.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/Ilgio(Aidukų)ežero.aspx"">valstybiniaimiskai.lt</a>"		
"Juodųjų Lakajų"	"juoduju-lakaju"	"pikniks"	"neparbaudits"	"55.1758683925"	"25.6835224898"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/JuodųjųLakajųstovyklavietė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/JuodųjųLakajųstovyklavietė.aspx"">valstybiniaimiskai.lt</a>"		
"Medžioklių"	"mediokliu"	"pikniks"	"neparbaudits"	"55.2172258119"	"26.6827565142"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/Medžioklių.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/Medžioklių.aspx"">valstybiniaimiskai.lt</a>"		
"Didžiojo Siaurio stovyklavietė 2"	"didiojo-siaurio-stovyklaviete-2"	"pikniks"	"neparbaudits"	"55.1892062461"	"25.7905406534"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/DidžiojoSiauriostovyklavietė2.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/DidžiojoSiauriostovyklavietė2.aspx"">valstybiniaimiskai.lt</a>"		
"Apskričio"	"apskriio"	"pikniks"	"neparbaudits"	"55.1961585875"	"25.7882763511"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/Apskričio.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Svencioneliumiskuuredija/Puslapiai/Apskričio.aspx"">valstybiniaimiskai.lt</a>"		
